It      0      2 | T(s) 14.06 | Feas 60 579528.00 580171.84 | NO-INFEASIBLE | Div 0.76 -1.00 | Feas 1.00 1.00 | Pen 118.83 0.85
It  77000    496 | T(s) 4980.80 | Feas 55 565862.00 565871.72 | Inf 34 565847.71 565916.52 | Div 0.05 0.09 | Feas 0.25 1.00 | Pen 39.71 0.10
It  77500    300 | T(s) 5006.96 | Feas 43 565851.00 565899.08 | Inf 32 565876.66 566324.47 | Div 0.09 0.16 | Feas 0.16 1.00 | Pen 47.66 0.10
It  78000    256 | T(s) 5032.41 | Feas 42 565837.00 565858.36 | Inf 54 565831.77 565859.76 | Div 0.07 0.07 | Feas 0.30 1.00 | Pen 40.51 0.10
It  78500    756 | T(s) 5058.03 | Feas 26 565837.00 566051.32 | Inf 48 565809.78 566062.85 | Div 0.11 0.12 | Feas 0.19 1.00 | Pen 42.14 0.10
It  79000    268 | T(s) 5085.06 | Feas 39 565790.00 566040.36 | Inf 52 565834.90 566090.73 | Div 0.11 0.11 | Feas 0.14 1.00 | Pen 61.90 0.10
It  79500     30 | T(s) 5112.61 | Feas 34 565780.00 565958.40 | Inf 54 565814.28 565910.37 | Div 0.12 0.08 | Feas 0.14 1.00 | Pen 74.28 0.10
It  80000     67 | T(s) 5140.02 | Feas 50 565761.00 565801.32 | Inf 31 565800.14 565903.57 | Div 0.06 0.10 | Feas 0.28 1.00 | Pen 63.14 0.10
It  80500    567 | T(s) 5166.22 | Feas 28 565761.00 565812.84 | Inf 56 565767.67 565824.94 | Div 0.09 0.08 | Feas 0.16 1.00 | Pen 53.67 0.10
It  81000    158 | T(s) 5192.60 | Feas 35 565697.00 565734.32 | Inf 39 565728.67 565819.18 | Div 0.06 0.10 | Feas 0.22 1.00 | Pen 53.67 0.10
It  81500    410 | T(s) 5219.02 | Feas 55 565696.00 565708.40 | Inf 27 565681.74 565840.82 | Div 0.06 0.13 | Feas 0.20 1.00 | Pen 54.74 0.10
It  82000     64 | T(s) 5244.60 | Feas 35 565674.00 565816.88 | Inf 50 565689.69 565725.60 | Div 0.12 0.08 | Feas 0.14 1.00 | Pen 65.69 0.10
It  82500    564 | T(s) 5270.96 | Feas 26 565674.00 565728.96 | Inf 30 565672.01 565728.01 | Div 0.11 0.09 | Feas 0.24 1.00 | Pen 67.01 0.10
It  83000    409 | T(s) 5296.48 | Feas 42 565670.00 565712.44 | Inf 49 565647.41 565660.49 | Div 0.09 0.04 | Feas 0.20 1.00 | Pen 48.41 0.10
It  83500     33 | T(s) 5321.84 | Feas 43 565650.00 565684.00 | Inf 36 565630.15 565657.23 | Div 0.08 0.07 | Feas 0.26 1.00 | Pen 41.15 0.10
It  84000    271 | T(s) 5347.78 | Feas 62 565636.00 565658.32 | Inf 42 565632.38 565701.75 | Div 0.05 0.09 | Feas 0.20 1.00 | Pen 49.38 0.10
It  84500    771 | T(s) 5373.91 | Feas 62 565636.00 565642.84 | Inf 29 565628.37 565657.64 | Div 0.03 0.08 | Feas 0.25 1.00 | Pen 50.37 0.10
It  85000     32 | T(s) 5401.64 | Feas 57 565625.00 565634.52 | Inf 46 565654.34 565886.78 | Div 0.02 0.12 | Feas 0.21 1.00 | Pen 43.67 0.10
It  85500    532 | T(s) 5429.25 | Feas 65 565625.00 565630.36 | Inf 36 565341.64 565639.98 | Div 0.01 0.09 | Feas 0.26 1.00 | Pen 37.86 0.10
It  86000     72 | T(s) 5458.06 | Feas 37 565604.00 565630.92 | Inf 46 565602.34 565675.09 | Div 0.03 0.07 | Feas 0.26 1.00 | Pen 46.34 0.10
It  86500     64 | T(s) 5484.60 | Feas 41 565600.00 565630.00 | Inf 41 565614.21 565892.88 | Div 0.06 0.10 | Feas 0.12 1.00 | Pen 48.21 0.10
It  87000    275 | T(s) 5512.31 | Feas 39 565593.00 565616.96 | Inf 47 565851.15 566653.45 | Div 0.06 0.16 | Feas 0.12 1.00 | Pen 50.16 0.10
It  87500    775 | T(s) 5538.55 | Feas 51 565593.00 565597.00 | Inf 45 565471.85 565677.74 | Div 0.02 0.09 | Feas 0.30 1.00 | Pen 36.97 0.10
It  88000   1275 | T(s) 5567.12 | Feas 65 565593.00 565594.16 | Inf 57 565607.30 565808.22 | Div 0.01 0.07 | Feas 0.37 1.00 | Pen 46.15 0.10
It  88500    452 | T(s) 5593.08 | Feas 41 565592.00 565599.24 | Inf 40 565511.43 565679.57 | Div 0.04 0.08 | Feas 0.35 1.00 | Pen 40.01 0.10
It  89000     50 | T(s) 5619.48 | Feas 58 565574.00 565586.04 | Inf 40 565641.62 565965.02 | Div 0.03 0.11 | Feas 0.24 1.00 | Pen 57.62 0.10
It  89500    404 | T(s) 5645.38 | Feas 54 565571.00 565582.80 | Inf 51 565585.63 565628.22 | Div 0.04 0.06 | Feas 0.22 1.00 | Pen 41.63 0.10
It  90000      4 | T(s) 5673.00 | Feas 61 565553.00 565571.72 | Inf 29 565579.95 566004.25 | Div 0.03 0.14 | Feas 0.19 1.00 | Pen 50.95 0.10
It  90500    206 | T(s) 5698.12 | Feas 45 565509.00 565567.40 | Inf 35 565567.94 565611.76 | Div 0.04 0.07 | Feas 0.24 1.00 | Pen 43.31 0.10
It  91000     28 | T(s) 5724.67 | Feas 41 565506.00 565519.16 | Inf 60 565304.65 565552.86 | Div 0.03 0.05 | Feas 0.31 1.00 | Pen 38.30 0.10
It  91500    528 | T(s) 5752.70 | Feas 65 565506.00 565515.88 | Inf 65 565520.29 565593.51 | Div 0.03 0.07 | Feas 0.20 1.00 | Pen 39.85 0.10
It  92000     59 | T(s) 5779.28 | Feas 28 565495.00 565556.48 | Inf 29 565672.87 565898.54 | Div 0.06 0.10 | Feas 0.14 1.00 | Pen 47.82 0.10
It  92500     47 | T(s) 5805.08 | Feas 28 565491.00 565521.16 | Inf 40 565470.46 565601.49 | Div 0.06 0.08 | Feas 0.34 1.00 | Pen 41.46 0.10
It  93000    373 | T(s) 5832.05 | Feas 36 565476.00 565526.92 | Inf 43 565473.75 565785.84 | Div 0.06 0.10 | Feas 0.24 1.00 | Pen 50.75 0.10
It  93500    410 | T(s) 5858.68 | Feas 55 565467.00 565528.92 | Inf 32 565900.64 566399.11 | Div 0.08 0.14 | Feas 0.00 1.00 | Pen 44.00 0.10
It  94000      8 | T(s) 5886.70 | Feas 65 565457.00 565483.76 | Inf 34 565495.80 565873.49 | Div 0.05 0.14 | Feas 0.20 1.00 | Pen 52.80 0.10
It  94500    508 | T(s) 5913.71 | Feas 39 565457.00 565466.04 | Inf 36 565431.93 566063.56 | Div 0.04 0.10 | Feas 0.11 1.00 | Pen 54.93 0.10
It  95000   1008 | T(s) 5938.50 | Feas 54 565457.00 565461.80 | Inf 43 565377.35 565439.37 | Div 0.03 0.06 | Feas 0.19 1.00 | Pen 39.69 0.10
It  95500      3 | T(s) 5963.16 | Feas 53 565450.00 565462.60 | Inf 63 565348.19 565409.63 | Div 0.04 0.04 | Feas 0.26 1.00 | Pen 35.10 0.10
It  96000    209 | T(s) 5991.58 | Feas 50 565444.00 565572.60 | Inf 46 565910.16 566254.11 | Div 0.08 0.09 | Feas 0.00 1.00 | Pen 43.82 0.10
It  96500    236 | T(s) 6017.61 | Feas 47 565440.00 565485.40 | Inf 32 565419.69 565535.95 | Div 0.06 0.09 | Feas 0.18 1.00 | Pen 44.69 0.10
It  97000    383 | T(s) 6044.16 | Feas 60 565438.00 565445.52 | Inf 34 565402.59 565768.50 | Div 0.04 0.12 | Feas 0.22 1.00 | Pen 45.59 0.10
It  97500    189 | T(s) 6070.28 | Feas 47 565426.00 565654.72 | Inf 31 565557.50 565713.60 | Div 0.09 0.10 | Feas 0.00 1.00 | Pen 46.50 0.10
It  98000      1 | T(s) 6097.37 | Feas 42 565405.00 565450.00 | Inf 38 565417.96 565549.17 | Div 0.06 0.09 | Feas 0.18 1.00 | Pen 66.96 0.10
It  98500    207 | T(s) 6123.60 | Feas 42 565402.00 565427.48 | Inf 41 565382.35 565442.56 | Div 0.06 0.08 | Feas 0.31 1.00 | Pen 49.35 0.10
It  99000    195 | T(s) 6148.73 | Feas 61 565391.00 565414.44 | Inf 58 565352.35 565373.79 | Div 0.05 0.05 | Feas 0.20 1.00 | Pen 49.35 0.10
It  99500    175 | T(s) 6173.35 | Feas 57 565359.00 565395.84 | Inf 45 565304.43 565373.69 | Div 0.06 0.06 | Feas 0.15 1.00 | Pen 59.21 0.10
It 100000     79 | T(s) 6199.83 | Feas 40 565344.00 565388.60 | Inf 27 565267.57 565346.51 | Div 0.07 0.07 | Feas 0.30 1.00 | Pen 42.78 0.10
It 100500     43 | T(s) 6225.58 | Feas 25 565340.00 565378.00 | Inf 60 565279.68 565303.70 | Div 0.07 0.04 | Feas 0.22 1.00 | Pen 51.34 0.10
It 101000     14 | T(s) 6251.74 | Feas 39 565332.00 565339.00 | Inf 48 565419.80 565554.09 | Div 0.03 0.09 | Feas 0.35 1.00 | Pen 45.40 0.10
It 101500    200 | T(s) 6278.18 | Feas 39 565325.00 565419.00 | Inf 39 565298.31 565527.90 | Div 0.05 0.07 | Feas 0.00 1.00 | Pen 46.31 0.10
It 102000     54 | T(s) 6303.64 | Feas 41 565310.00 565341.56 | Inf 46 565205.70 565282.88 | Div 0.05 0.07 | Feas 0.18 1.00 | Pen 39.36 0.10
It 102500     55 | T(s) 6329.51 | Feas 61 565291.00 565309.00 | Inf 40 565258.18 565394.30 | Div 0.02 0.08 | Feas 0.34 1.00 | Pen 48.18 0.10
It 103000    239 | T(s) 6355.81 | Feas 56 565290.00 565293.92 | Inf 54 565335.54 565498.45 | Div 0.01 0.08 | Feas 0.17 1.00 | Pen 41.77 0.10
It 103500     46 | T(s) 6382.26 | Feas 63 565289.00 565292.12 | Inf 51 565331.92 565514.01 | Div 0.01 0.06 | Feas 0.31 1.00 | Pen 43.46 0.10
It 104000    424 | T(s) 6407.41 | Feas 38 565281.00 565303.40 | Inf 37 565282.78 565389.39 | Div 0.04 0.07 | Feas 0.31 1.00 | Pen 37.68 0.10
It 104500    123 | T(s) 6434.65 | Feas 39 565279.00 565354.92 | Inf 57 565535.96 565642.11 | Div 0.06 0.05 | Feas 0.00 1.00 | Pen 46.12 0.10
It 105000     48 | T(s) 6459.94 | Feas 35 565264.00 565330.08 | Inf 29 565040.59 565263.14 | Div 0.06 0.10 | Feas 0.34 1.00 | Pen 33.99 0.10
It 105500    548 | T(s) 6489.27 | Feas 30 565264.00 565283.96 | Inf 47 565334.87 565541.63 | Div 0.04 0.09 | Feas 0.30 1.00 | Pen 42.43 0.10
It 106000   1048 | T(s) 6515.33 | Feas 41 565264.00 565274.56 | Inf 40 565307.56 565403.99 | Div 0.03 0.07 | Feas 0.23 1.00 | Pen 43.28 0.10
It 106500    226 | T(s) 6543.48 | Feas 62 565262.00 565493.76 | Inf 53 565703.12 566000.46 | Div 0.08 0.06 | Feas 0.00 1.00 | Pen 45.03 0.10
It 107000    185 | T(s) 6570.67 | Feas 29 565261.00 565386.36 | Inf 65 565458.89 565553.84 | Div 0.06 0.05 | Feas 0.03 1.00 | Pen 46.85 0.10
It 107500    304 | T(s) 6595.76 | Feas 42 565256.00 565264.00 | Inf 39 565210.96 565222.76 | Div 0.03 0.03 | Feas 0.22 1.00 | Pen 39.82 0.10
It 108000     41 | T(s) 6621.27 | Feas 41 565249.00 565260.40 | Inf 27 565259.62 565527.35 | Div 0.03 0.11 | Feas 0.31 1.00 | Pen 40.62 0.10
It 108500    541 | T(s) 6647.75 | Feas 59 565249.00 565251.12 | Inf 60 564836.50 564976.03 | Div 0.02 0.04 | Feas 0.33 1.00 | Pen 35.22 0.10
It 109000   1041 | T(s) 6674.35 | Feas 65 565249.00 565250.08 | Inf 49 565279.28 565346.32 | Div 0.02 0.05 | Feas 0.28 1.00 | Pen 36.64 0.10
It 109500    289 | T(s) 6699.65 | Feas 27 565244.00 565318.92 | Inf 41 565279.12 565349.70 | Div 0.06 0.06 | Feas 0.33 1.00 | Pen 38.12 0.10
It 110000    308 | T(s) 6725.93 | Feas 32 565240.00 565293.48 | Inf 57 565291.66 565465.53 | Div 0.06 0.08 | Feas 0.24 1.00 | Pen 46.66 0.10
It 110500    345 | T(s) 6752.16 | Feas 27 565235.00 565280.08 | Inf 45 566955.28 567684.01 | Div 0.06 0.10 | Feas 0.00 1.00 | Pen 40.45 0.10
It 111000     99 | T(s) 6778.54 | Feas 31 565233.00 565249.40 | Inf 52 565049.46 565238.17 | Div 0.04 0.06 | Feas 0.27 1.00 | Pen 35.07 0.10
It 111500    163 | T(s) 6805.46 | Feas 46 565231.00 565271.32 | Inf 59 565719.30 566085.64 | Div 0.06 0.08 | Feas 0.00 1.00 | Pen 43.79 0.10
It 112000     68 | T(s) 6831.61 | Feas 36 565229.00 565234.12 | Inf 46 565121.45 565319.50 | Div 0.02 0.06 | Feas 0.36 1.00 | Pen 37.96 0.10
It 112500     46 | T(s) 6858.38 | Feas 27 565226.00 565245.44 | Inf 63 565276.93 565388.64 | Div 0.03 0.07 | Feas 0.25 1.00 | Pen 46.47 0.10
It 113000    546 | T(s) 6884.24 | Feas 28 565226.00 565230.52 | Inf 64 564739.91 564936.59 | Div 0.02 0.05 | Feas 0.29 1.00 | Pen 34.24 0.10
It 113500   1046 | T(s) 6911.87 | Feas 63 565226.00 565229.44 | Inf 40 566430.96 566863.71 | Div 0.02 0.07 | Feas 0.00 1.00 | Pen 41.91 0.10
It 114000   1546 | T(s) 6939.71 | Feas 46 565226.00 565227.96 | Inf 40 565392.26 565751.83 | Div 0.01 0.09 | Feas 0.17 1.00 | Pen 42.75 0.10
It 114500   2046 | T(s) 6966.92 | Feas 62 565226.00 565228.28 | Inf 46 565285.66 565519.24 | Div 0.01 0.07 | Feas 0.23 1.00 | Pen 52.33 0.10
It 115000   2546 | T(s) 6993.05 | Feas 45 565226.00 565247.32 | Inf 37 565292.44 565821.29 | Div 0.03 0.08 | Feas 0.12 1.00 | Pen 54.44 0.10
It 115500    417 | T(s) 7019.30 | Feas 56 565220.00 565234.00 | Inf 26 565276.15 565914.88 | Div 0.03 0.09 | Feas 0.10 1.00 | Pen 48.15 0.10
It 116000    917 | T(s) 7044.52 | Feas 32 565220.00 565226.04 | Inf 42 564553.58 565026.65 | Div 0.02 0.05 | Feas 0.29 1.00 | Pen 35.48 0.10
It 116500   1417 | T(s) 7071.47 | Feas 53 565220.00 565223.84 | Inf 46 564975.25 565285.63 | Div 0.01 0.06 | Feas 0.31 1.00 | Pen 36.92 0.10
It 117000   1917 | T(s) 7099.33 | Feas 60 565220.00 565223.04 | Inf 28 565265.37 565577.75 | Div 0.01 0.08 | Feas 0.17 1.00 | Pen 45.18 0.10
It 117500   2417 | T(s) 7126.05 | Feas 33 565220.00 565274.92 | Inf 43 565429.33 565488.03 | Div 0.04 0.04 | Feas 0.01 1.00 | Pen 47.01 0.10
It 118000   2917 | T(s) 7152.97 | Feas 50 565220.00 565226.52 | Inf 40 565465.00 566155.90 | Div 0.02 0.10 | Feas 0.13 1.00 | Pen 48.91 0.10
It 118500   3417 | T(s) 7179.96 | Feas 43 565220.00 565227.56 | Inf 30 565259.08 565618.74 | Div 0.03 0.09 | Feas 0.16 1.00 | Pen 42.40 0.10
It 119000    107 | T(s) 7204.75 | Feas 26 565199.00 565289.48 | Inf 32 565201.25 565262.53 | Div 0.05 0.04 | Feas 0.60 1.00 | Pen 43.25 0.10
It 119500    230 | T(s) 7229.89 | Feas 61 565198.00 565203.20 | Inf 27 565209.00 565635.19 | Div 0.02 0.11 | Feas 0.21 1.00 | Pen 45.00 0.10
It 120000    414 | T(s) 7256.24 | Feas 56 565195.00 565208.08 | Inf 60 565226.82 565338.86 | Div 0.03 0.05 | Feas 0.30 1.00 | Pen 46.82 0.10
It 120500    431 | T(s) 7284.10 | Feas 35 565194.00 565199.68 | Inf 53 565202.09 565262.43 | Div 0.03 0.06 | Feas 0.17 1.00 | Pen 40.59 0.10
It 121000    931 | T(s) 7311.86 | Feas 41 565194.00 565197.16 | Inf 60 565253.37 565721.95 | Div 0.02 0.07 | Feas 0.12 1.00 | Pen 49.68 0.10
It 121500   1431 | T(s) 7337.48 | Feas 31 565194.00 565198.16 | Inf 56 564941.76 565164.03 | Div 0.02 0.06 | Feas 0.31 1.00 | Pen 36.61 0.10
It 122000   1931 | T(s) 7365.45 | Feas 48 565194.00 565240.60 | Inf 63 565347.27 565586.12 | Div 0.03 0.04 | Feas 0.00 1.00 | Pen 45.71 0.10
It 122500   2431 | T(s) 7392.31 | Feas 27 565194.00 565197.40 | Inf 50 564956.59 565149.06 | Div 0.02 0.06 | Feas 0.18 1.00 | Pen 39.63 0.10
It 123000   2931 | T(s) 7419.61 | Feas 35 565194.00 565197.44 | Inf 52 564956.59 565032.97 | Div 0.02 0.04 | Feas 0.18 1.00 | Pen 39.63 0.10
